cell_id,p_hotspot_next
4079.0_183.0,0.7060511218133015
4089.0_123.0,0.7059785425614062
3989.0_108.0,0.7059127471026164
4004.0_143.0,0.7059056149709223
4054.0_103.0,0.7058620396871579
4084.0_183.0,0.7058456291674479
4029.0_73.0,0.7055843221533659
4019.0_53.0,0.7055178633363505
3969.0_98.0,0.7053804012251214
3984.0_108.0,0.705339441613382
4099.0_53.0,0.7053173186588653
3999.0_88.0,0.7052658502276837
4039.0_78.0,0.705236938537315
4054.0_98.0,0.7050621045414041
4069.0_28.0,0.7050191013939963
4064.0_128.0,0.7049618805677931
4089.0_208.0,0.7048109627073615
3989.0_258.0,0.7048091690595785
4084.0_88.0,0.7047344652757856
4034.0_283.0,0.7047006319365952
4094.0_98.0,0.7046625829756787
3984.0_98.0,0.7045805978638587
4019.0_168.0,0.7045087464711985
4054.0_63.0,0.7041635128651832
4074.0_78.0,0.7041538509571063
4014.0_173.0,0.7041532063008781
3994.0_178.0,0.7041300454569834
4059.0_198.0,0.7040658255963538
4084.0_98.0,0.7039351993859225
3994.0_258.0,0.7039057632542252
4049.0_88.0,0.7038501261336164
4009.0_83.0,0.7037750135310872
4074.0_53.0,0.7037430424980503
4019.0_88.0,0.7037277300632112
4004.0_193.0,0.7035843278677433
4009.0_193.0,0.7035817982708149
4064.0_38.0,0.7034353572668679
4079.0_128.0,0.7033198853141848
4059.0_63.0,0.7032729158717501
3999.0_178.0,0.7032217224987682
4054.0_48.0,0.703064151078271
3994.0_88.0,0.7030498268248124
4009.0_88.0,0.7028805293756841
4059.0_88.0,0.7026964478945945
4029.0_283.0,0.7025823247059844
4039.0_253.0,0.7024143760022522
4004.0_218.0,0.7022412845918359
4089.0_43.0,0.7019810567427314
4089.0_48.0,0.7018389041461475
4099.0_103.0,0.7017585275795878
4034.0_53.0,0.7017542954576786
4049.0_53.0,0.7016865099200634
4039.0_48.0,0.7015229323062029
3999.0_228.0,0.7012634451940272
4064.0_43.0,0.701231283535162
4079.0_48.0,0.7012133620813125
4044.0_248.0,0.7011506689139704
3979.0_78.0,0.7011309353287801
4029.0_53.0,0.7011091821701905
4024.0_48.0,0.7009801046179137
3979.0_108.0,0.7009751839281673
4044.0_63.0,0.700815238176969
3984.0_73.0,0.7005941627265244
3919.0_248.0,0.7005455841075031
4049.0_193.0,0.7005422986735134
4024.0_93.0,0.7001727302510797
3999.0_168.0,0.7000909286916169
4029.0_93.0,0.7000493013568669
4079.0_38.0,0.6999668188481135
4039.0_28.0,0.6998956515194866
3989.0_98.0,0.6998718793357248
4094.0_213.0,0.6998421965753812
4044.0_88.0,0.699748653864713
4044.0_33.0,0.6995919203369404
4054.0_73.0,0.6991578547916085
4014.0_228.0,0.6991373060236127
4049.0_33.0,0.6989128204275538
4069.0_213.0,0.6988101596241981
4039.0_88.0,0.6984671685568609
4049.0_43.0,0.6983979490389028
4009.0_223.0,0.6982752547567802
4084.0_43.0,0.6981781642865688
4039.0_38.0,0.6976486529069781
4024.0_83.0,0.6971694535961762
4024.0_163.0,0.6970416255659412
4084.0_53.0,0.6966719460309084
4004.0_108.0,0.6965625410089595
4039.0_248.0,0.6964697417866683
4014.0_93.0,0.6962209916628926
4089.0_218.0,0.6957514066413397
3969.0_338.0,0.6955911029385736
4034.0_58.0,0.6954484098992411
4074.0_73.0,0.6953213169387517
3994.0_93.0,0.6952589458167912
3999.0_108.0,0.6952108421278007
4069.0_103.0,0.694761922671657
4079.0_103.0,0.6943887535490169
4079.0_218.0,0.6943636284573577
4019.0_258.0,0.6939926517418933
4009.0_98.0,0.6935889889185437
4029.0_43.0,0.6934550645314463
4049.0_58.0,0.6930001258033058
4044.0_43.0,0.6926429358983336
3979.0_363.0,0.6923863861290024
4034.0_63.0,0.6918771613460921
4094.0_108.0,0.6899328796808145
4034.0_83.0,0.6898022745617668
4074.0_103.0,0.6870772155780398
3959.0_348.0,0.6868058249711188
4034.0_43.0,0.686709164254848
4044.0_48.0,0.6855909142320529
4049.0_78.0,0.6846307340511367
4039.0_43.0,0.6827024849513901
4039.0_53.0,0.6821239742142567
4054.0_88.0,0.6807075803104717
3979.0_353.0,0.6766369777825404
3979.0_358.0,0.6750418735985265
3954.0_153.0,0.6699787567911746
4004.0_128.0,0.6691879911787426
3959.0_158.0,0.6671576652777779
3934.0_168.0,0.6647957797937261
3979.0_143.0,0.6647313873813754
3944.0_143.0,0.6639065345544862
3969.0_168.0,0.6629078701424632
4064.0_163.0,0.6628081251293745
3909.0_278.0,0.6617257154270817
3934.0_148.0,0.6615847565261209
3944.0_123.0,0.661299189386518
4069.0_183.0,0.6607335892115896
3934.0_203.0,0.6605561721120761
4004.0_73.0,0.6600704872567298
3949.0_128.0,0.6600127627219985
3959.0_148.0,0.6599706667351537
3959.0_203.0,0.6588370831636174
4059.0_33.0,0.6584559081520334
3959.0_218.0,0.6581415116983038
3924.0_278.0,0.6579101353038126
3984.0_123.0,0.657422751985992
3944.0_198.0,0.6568844467640762
3974.0_118.0,0.6568445692933342
3944.0_128.0,0.6567987297378703
3974.0_168.0,0.6565284253876278
3934.0_278.0,0.6564026229765407
3929.0_283.0,0.656338577812396
4089.0_98.0,0.6553936077215897
3949.0_198.0,0.6553471037496812
4029.0_158.0,0.6546516454199586
3979.0_183.0,0.6546461188759811
3924.0_283.0,0.654613785485546
3984.0_243.0,0.6545054065432456
3954.0_213.0,0.6544983527589413
3914.0_283.0,0.6543140104096189
4004.0_283.0,0.6542822581073705
3954.0_223.0,0.6542550103269549
4009.0_278.0,0.6541673909042106
4059.0_148.0,0.6541101544319027
3949.0_248.0,0.6540320435727309
4009.0_128.0,0.6539376425736427
4004.0_153.0,0.6537552517291844
4089.0_118.0,0.6537220519817034
4009.0_188.0,0.6536735197561564
3919.0_283.0,0.6535557131551737
3924.0_273.0,0.6534190098973562
4019.0_293.0,0.653197275598911
3999.0_138.0,0.6531267482741984
4089.0_163.0,0.6530763188668316
3964.0_113.0,0.6528805670941608
4044.0_68.0,0.6528726426168271
3959.0_238.0,0.6528436811359316
3969.0_108.0,0.6528206680972167
4029.0_113.0,0.652785090785193
3984.0_203.0,0.652603459868482
4064.0_93.0,0.6523665278193028
4029.0_138.0,0.652227168326394
3999.0_173.0,0.6520966544527709
4034.0_278.0,0.6520512336158135
3929.0_258.0,0.6519349934308281
3904.0_258.0,0.651925301514628
4019.0_198.0,0.6518632508782982
3924.0_248.0,0.6516825984827552
4064.0_203.0,0.6512548219041591
4014.0_268.0,0.651135902818507
3949.0_148.0,0.6510495250529481
3964.0_78.0,0.6508176158510226
3999.0_133.0,0.6506741859014572
4024.0_133.0,0.6505573400055856
4054.0_53.0,0.6505404430644012
4039.0_123.0,0.6498486614800575
4094.0_193.0,0.6497995058501018
3969.0_143.0,0.6497907740142869
4049.0_178.0,0.6496904129035846
4099.0_63.0,0.6494533837551416
4069.0_193.0,0.6494524452719819
3954.0_258.0,0.6492399494142598
4039.0_228.0,0.6491545465266207
4014.0_113.0,0.6490544451827495
4049.0_263.0,0.6487224035491823
4039.0_158.0,0.6486317801754048
4014.0_153.0,0.6485144697161598
3989.0_253.0,0.6484875545170321
4059.0_53.0,0.6483752819501198
4059.0_48.0,0.6483696019774078
3974.0_58.0,0.648228805930378
4009.0_258.0,0.6480212805355444
3949.0_203.0,0.6480194527287814
4079.0_173.0,0.647969111888163
3999.0_128.0,0.6478102438586528
3954.0_198.0,0.6477768008486124
3929.0_168.0,0.6476434491876065
4054.0_193.0,0.6475420579622703
3989.0_198.0,0.6472620951524789
4049.0_93.0,0.6471641089478876
4054.0_228.0,0.6471191195877058
3989.0_153.0,0.6470741189882205
3989.0_143.0,0.6469291046568088
3944.0_233.0,0.6468871251929956
3964.0_93.0,0.6466800028135197
3984.0_163.0,0.646592272882624
4064.0_223.0,0.6465866654585479
4019.0_48.0,0.6465169966427121
3964.0_253.0,0.646484751618927
3924.0_178.0,0.6464791153494949
4089.0_178.0,0.6463620167492794
3954.0_208.0,0.6462429426653064
4024.0_218.0,0.6461142672698315
4019.0_173.0,0.6460645822753432
3934.0_288.0,0.6460479928130533
4064.0_243.0,0.6460438716283786
4054.0_238.0,0.6460008830656518
4064.0_118.0,0.6456654210424176
4094.0_188.0,0.645541870888776
4039.0_278.0,0.6454455800363998
3964.0_103.0,0.6451538405324702
4069.0_73.0,0.6448669840284035
4084.0_143.0,0.6448498655292368
4039.0_128.0,0.6447426761444963
3924.0_213.0,0.6447162504053126
4019.0_253.0,0.64471360376087
3984.0_143.0,0.6446543509514404
4089.0_133.0,0.6446480626498363
4044.0_188.0,0.6444858588502613
3969.0_213.0,0.6443478802797082
3989.0_213.0,0.644248543550995
3944.0_203.0,0.6442131716635965
4049.0_68.0,0.644062755419405
4024.0_253.0,0.6438920362638644
3974.0_243.0,0.6438421511031694
3939.0_138.0,0.6437381757052608
3999.0_258.0,0.6436305952968621
4004.0_183.0,0.6436214148002124
3989.0_323.0,0.6435032770044594
4029.0_253.0,0.6434768040118514
4024.0_78.0,0.6431358946184157
3909.0_193.0,0.6430527516093218
4059.0_123.0,0.6429392396129012
4014.0_208.0,0.6427392555462542
4084.0_118.0,0.6427119420891231
4094.0_173.0,0.6422701372390812
4004.0_123.0,0.6422177641658596
3924.0_183.0,0.6421276617218719
4064.0_83.0,0.6420964824371032
4064.0_193.0,0.6420642667124672
4029.0_173.0,0.6420209206380298
3989.0_203.0,0.64192049926137
4074.0_133.0,0.6418755239682503
4039.0_218.0,0.6417800233326628
3979.0_208.0,0.6417424107057177
4054.0_138.0,0.6415307456664534
4099.0_98.0,0.6413998102582683
4049.0_238.0,0.6413374643634385
4069.0_118.0,0.641316109587719
3924.0_198.0,0.641285480531548
4099.0_88.0,0.6412525281704188
3954.0_218.0,0.641212344617605
4039.0_23.0,0.6409608586462706
4079.0_163.0,0.6408445793054388
4039.0_173.0,0.6407311109192861
3924.0_208.0,0.6405622766325395
3994.0_238.0,0.6405251162755937
4084.0_73.0,0.6404422591179225
3984.0_133.0,0.6403579185963741
4029.0_178.0,0.6402161097904263
4079.0_83.0,0.6401099028983451
3924.0_203.0,0.6401047416989936
3984.0_268.0,0.6399127990058988
3914.0_228.0,0.6398587370571505
4039.0_118.0,0.6398069003640742
4064.0_198.0,0.6396984523404339
4079.0_143.0,0.6396708476929727
4074.0_118.0,0.6393829635293746
4019.0_98.0,0.6393771684769121
4054.0_178.0,0.639310417958101
4049.0_138.0,0.6392897250413098
4079.0_73.0,0.6391963419489946
3999.0_153.0,0.6389934064901276
3969.0_78.0,0.6388558256293877
4064.0_113.0,0.6386079571189218
4064.0_238.0,0.6385242808687766
3959.0_213.0,0.6384482683053971
3974.0_228.0,0.6382112737240947
4019.0_58.0,0.6379893305942549
3964.0_293.0,0.6377632273830188
4044.0_123.0,0.6377188177581796
4054.0_23.0,0.6376612617377982
4044.0_113.0,0.637392387024779
4084.0_63.0,0.637292933376997
3969.0_113.0,0.6371404822990092
3979.0_68.0,0.6371046187299717
4069.0_228.0,0.6369777094855062
4049.0_213.0,0.6369738698087399
4069.0_68.0,0.6368189257468224
4054.0_113.0,0.6366481509385397
4079.0_123.0,0.6366086784115385
4034.0_38.0,0.6365902529781278
4074.0_123.0,0.6365690717498763
4029.0_33.0,0.6364518113171429
4064.0_98.0,0.6362589028019504
4039.0_98.0,0.6361771149535977
4044.0_218.0,0.6360573814315797
3989.0_278.0,0.6360283436830652
4049.0_73.0,0.6359084332208813
4084.0_178.0,0.6359010048006137
4074.0_83.0,0.6358864256000663
3979.0_293.0,0.6358020407647585
4059.0_128.0,0.6357760484313452
4044.0_173.0,0.6356522535334709
4019.0_283.0,0.6355148342313596
3984.0_53.0,0.6354719439623906
4084.0_208.0,0.6353843709437376
4059.0_163.0,0.6353780001398632
3989.0_88.0,0.6351740223776378
4004.0_113.0,0.6351664215841102
3904.0_268.0,0.6351399131340597
4049.0_218.0,0.635047470296779
4024.0_103.0,0.6349182686362449
4059.0_23.0,0.6348180194895462
4029.0_258.0,0.6348062777480922
4064.0_178.0,0.6347934104516747
3999.0_68.0,0.6346636012833823
4074.0_63.0,0.6345267277012336
3984.0_68.0,0.6345084616905228
4049.0_153.0,0.6344625371319128
3994.0_73.0,0.6343835623277501
4024.0_278.0,0.6343625949127983
3999.0_63.0,0.6343486786291537
3984.0_253.0,0.6343356133331328
4029.0_98.0,0.6343309176271682
4099.0_118.0,0.6343016108432116
4074.0_68.0,0.6342894940324805
4049.0_223.0,0.634198674764577
3994.0_263.0,0.6341837012377745
4009.0_148.0,0.6341618444047007
4044.0_183.0,0.6341500865117172
3909.0_258.0,0.6340771650610605
3974.0_103.0,0.6334917534813455
3994.0_243.0,0.6334693494121056
4064.0_88.0,0.6334497136853463
3974.0_313.0,0.6334138412654219
3999.0_98.0,0.6333452142766486
4094.0_178.0,0.6333286874104433
4054.0_123.0,0.6333178828268994
3994.0_63.0,0.6332086116818896
3994.0_143.0,0.6330581912888167
4039.0_143.0,0.6330212281644456
3979.0_148.0,0.6328560598902809
4034.0_133.0,0.6327893672913635
3969.0_293.0,0.6327247001529206
3929.0_248.0,0.6326830034164955
4054.0_148.0,0.6326465579881674
4054.0_118.0,0.6324560200180546
4014.0_68.0,0.6323377193980277
3899.0_258.0,0.6321464167752268
3989.0_73.0,0.6317502717637572
4014.0_203.0,0.631633966869039
4059.0_73.0,0.6316069174747444
4054.0_248.0,0.6315820628212915
4074.0_198.0,0.6315762750415865
4074.0_168.0,0.63126392090539
4054.0_78.0,0.6312349094000561
4084.0_58.0,0.6311768180913085
4079.0_78.0,0.6311613928265055
4014.0_193.0,0.6310824654266842
4029.0_108.0,0.6309265412889128
4009.0_58.0,0.63074656237098
4074.0_183.0,0.6307392309839285
3994.0_163.0,0.6306457721575152
4084.0_198.0,0.6305543738027429
4024.0_113.0,0.6304628127394896
4074.0_88.0,0.630302091981823
4014.0_168.0,0.6302250406871666
3994.0_208.0,0.6301921647978177
4059.0_103.0,0.630063933512121
4034.0_113.0,0.6300126734305718
3904.0_263.0,0.6298758872917315
3909.0_268.0,0.629846716735075
4014.0_128.0,0.6295896325071357
4029.0_188.0,0.6293422716423892
3984.0_103.0,0.6292665427197213
4014.0_103.0,0.6291033664580613
4064.0_123.0,0.6290007823010307
4059.0_248.0,0.6287215247457484
4004.0_78.0,0.6286120669350984
4044.0_278.0,0.6282975946797944
4004.0_83.0,0.6282864867569868
4019.0_73.0,0.6282407394327326
4069.0_108.0,0.6280239225957724
4009.0_143.0,0.6280192500073536
4084.0_203.0,0.6279504866980673
3999.0_188.0,0.6279443945107507
3909.0_263.0,0.6278619162739156
3909.0_283.0,0.6278589723974598
3994.0_98.0,0.627729251283875
4049.0_273.0,0.6276632152730235
3999.0_253.0,0.6275906915195303
4099.0_198.0,0.627587051196145
4079.0_138.0,0.6274769518038682
4074.0_43.0,0.6274697274652709
3989.0_63.0,0.6273889871355295
4044.0_283.0,0.6272830547187797
4004.0_188.0,0.6272470616832052
3999.0_183.0,0.6271639347503328
3904.0_253.0,0.6271088684568065
4069.0_133.0,0.6269874640665452
4014.0_258.0,0.6265635701874505
4054.0_188.0,0.6265316774549003
4084.0_188.0,0.6264615737767809
4004.0_228.0,0.6264142293791585
4004.0_43.0,0.62639861669117
4059.0_108.0,0.6263720645344287
4084.0_213.0,0.6263076702341475
4019.0_163.0,0.6257142309333877
3989.0_218.0,0.6255284159183063
3979.0_103.0,0.6252409432946489
4059.0_93.0,0.6249938448109995
4069.0_98.0,0.6248373545597102
4094.0_128.0,0.6248038668087176
4014.0_78.0,0.6247561787322349
3989.0_233.0,0.6244998691090708
4014.0_163.0,0.6243382464420909
4034.0_93.0,0.6242417668846513
4019.0_43.0,0.6241032430914286
4034.0_48.0,0.6240998417062303
4084.0_128.0,0.623940113428227
4074.0_213.0,0.6237373873376311
4049.0_198.0,0.6236633656335233
4064.0_48.0,0.6235646412676887
4009.0_293.0,0.6235161068746067
4079.0_223.0,0.6234609289385559
4049.0_48.0,0.623271674201647
4014.0_43.0,0.623263340642665
4014.0_53.0,0.6232071618678175
4064.0_78.0,0.6230138576113841
4089.0_183.0,0.6228565153486493
3999.0_113.0,0.6227755636789797
4049.0_268.0,0.6226458129644946
4044.0_263.0,0.622586559111916
4089.0_103.0,0.6221722859477317
3994.0_168.0,0.6220392111958097
3979.0_98.0,0.6219797209953092
3984.0_213.0,0.6219200556992525
4004.0_158.0,0.6215363092246425
4009.0_93.0,0.6213883384524562
3974.0_108.0,0.6212498267128349
4034.0_23.0,0.6211133180076849
4029.0_233.0,0.6210549814520097
4079.0_208.0,0.6209888965844543
3969.0_223.0,0.6207727752224629
4089.0_108.0,0.6207190287728462
4014.0_58.0,0.6205672623914655
3989.0_208.0,0.6205660717063857
4044.0_83.0,0.6204036915965612
4004.0_103.0,0.6203695064387934
4084.0_93.0,0.6203494817467049
4049.0_63.0,0.6201083227301732
4064.0_133.0,0.6200061587686355
4074.0_108.0,0.6197694077152155
4084.0_148.0,0.6194893631890109
4009.0_108.0,0.6192190426223958
4014.0_98.0,0.6190227905497613
4049.0_243.0,0.6184235917345389
4049.0_38.0,0.6182731063874527
4019.0_63.0,0.6181907902422452
4094.0_103.0,0.6180456262786898
4039.0_58.0,0.6179962501000497
4024.0_168.0,0.6176410909396627
4084.0_108.0,0.6173940612711577
4009.0_73.0,0.6173694711803775
4094.0_113.0,0.6172415721289835
4039.0_263.0,0.6167863011557255
4029.0_63.0,0.6167720157544125
3954.0_113.0,0.6163561282949789
4034.0_28.0,0.6162445470440299
4014.0_48.0,0.6155491416203691
4094.0_93.0,0.6148683377659325
3999.0_213.0,0.614809353355771
