cell_id,p_hotspot_next,mid_date,mobility_count,anomaly_prob_norm
4049.0_168.0,0.5476807704981178,2015-01-01,,
4029.0_278.0,0.5482673153968997,2015-01-01,,
4039.0_243.0,0.5482694927293931,2015-01-01,,
4059.0_223.0,0.5485332193747015,2015-01-01,,
4094.0_153.0,0.5486210857233909,2015-01-01,,
4014.0_273.0,0.549083579873772,2015-01-01,,
4014.0_123.0,0.5493361827886454,2015-01-01,,
4074.0_203.0,0.5494483407022036,2015-01-01,,
4039.0_163.0,0.5495005895611152,2015-01-01,,
4069.0_233.0,0.5496764886897294,2015-01-01,,
4009.0_238.0,0.5500938491754539,2015-01-01,,
3909.0_198.0,0.4032920560619126,2015-01-01,,
3934.0_198.0,0.4978626220708961,2015-01-01,,
3959.0_268.0,0.4973467215461403,2015-01-01,,
3939.0_298.0,0.4826528807317305,2015-01-01,,
4039.0_288.0,0.4827673106648525,2015-01-01,,
4039.0_258.0,0.4829352260107032,2015-01-01,,
4004.0_118.0,0.4832184997128766,2015-01-01,,
4094.0_58.0,0.4832672643625998,2015-01-01,,
4014.0_283.0,0.483760054812978,2015-01-01,,
4044.0_168.0,0.4838774730104937,2015-01-01,,
3994.0_223.0,0.4839071847718241,2015-01-01,,
3974.0_248.0,0.4839572747773163,2015-01-01,,
3979.0_238.0,0.4841128550903967,2015-01-01,,
4009.0_168.0,0.48457660718617,2015-01-01,,
3974.0_268.0,0.4850064412489266,2015-01-01,,
4039.0_63.0,0.485023549812645,2015-01-01,,
4064.0_153.0,0.4850472422077777,2015-01-01,,
4039.0_93.0,0.4850949266668946,2015-01-01,,
3929.0_293.0,0.4853463018029588,2015-01-01,,
3969.0_68.0,0.485457936366197,2015-01-01,,
4004.0_268.0,0.4864547009070253,2015-01-01,,
3954.0_168.0,0.4867116655368361,2015-01-01,,
3939.0_273.0,0.4868021491419539,2015-01-01,,
3949.0_188.0,0.4870046360904047,2015-01-01,,
3954.0_288.0,0.4870781192746147,2015-01-01,,
3959.0_263.0,0.4871887411534161,2015-01-01,,
4009.0_43.0,0.4872762366887189,2015-01-01,,
4074.0_138.0,0.4874029603814147,2015-01-01,,
3924.0_293.0,0.4825227794754204,2015-01-01,,
3959.0_273.0,0.4875190563943838,2015-01-01,,
4049.0_258.0,0.482369290298464,2015-01-01,,
3989.0_293.0,0.4820332808121975,2015-01-01,,
4034.0_238.0,0.4771665671722084,2015-01-01,,
3989.0_288.0,0.4772327318680716,2015-01-01,,
3984.0_258.0,0.4773916839864407,2015-01-01,,
4024.0_63.0,0.4777998840766093,2015-01-01,,
4039.0_223.0,0.4784577804151785,2015-01-01,,
4044.0_73.0,0.4784848914878036,2015-01-01,,
3954.0_303.0,0.4785742370357564,2015-01-01,,
4064.0_68.0,0.4788213184577986,2015-01-01,,
4099.0_158.0,0.479043410531885,2015-01-01,,
3989.0_173.0,0.4792939532915496,2015-01-01,,
3979.0_333.0,0.479714964827712,2015-01-01,,
3944.0_303.0,0.4799477589504868,2015-01-01,,
3979.0_213.0,0.4799701509423962,2015-01-01,,
4099.0_48.0,0.4800906350203357,2015-01-01,,
4079.0_63.0,0.4802424861556722,2015-01-01,,
4009.0_48.0,0.4804564470938746,2015-01-01,,
3999.0_293.0,0.4806124175851807,2015-01-01,,
3999.0_93.0,0.4806633360911644,2015-01-01,,
3999.0_263.0,0.480879361883917,2015-01-01,,
3979.0_63.0,0.481192105572949,2015-01-01,,
4009.0_218.0,0.4812007905744582,2015-01-01,,
3994.0_123.0,0.481268206522941,2015-01-01,,
3989.0_78.0,0.4817261067242968,2015-01-01,,
4009.0_318.0,0.4817396666491906,2015-01-01,,
3969.0_263.0,0.4819330386536617,2015-01-01,,
4029.0_48.0,0.482362561187924,2015-01-01,,
3959.0_288.0,0.4976376978721291,2015-01-01,,
3919.0_208.0,0.4876869163937821,2015-01-01,,
4009.0_263.0,0.4883414286520684,2015-01-01,,
3969.0_193.0,0.492687453221771,2015-01-01,,
3969.0_313.0,0.4927036848523731,2015-01-01,,
3929.0_253.0,0.4928920702008441,2015-01-01,,
3939.0_208.0,0.4930016676175593,2015-01-01,,
3914.0_193.0,0.4933431159832869,2015-01-01,,
3949.0_283.0,0.4935000810287375,2015-01-01,,
3934.0_213.0,0.4941378580977301,2015-01-01,,
4099.0_203.0,0.4941606498132717,2015-01-01,,
3944.0_263.0,0.4945058282200684,2015-01-01,,
3934.0_208.0,0.4945462003211683,2015-01-01,,
3994.0_273.0,0.4949600186589161,2015-01-01,,
3944.0_268.0,0.495381252783221,2015-01-01,,
3944.0_163.0,0.4954622265446662,2015-01-01,,
3934.0_218.0,0.4955100146523947,2015-01-01,,
3964.0_258.0,0.4955574954128341,2015-01-01,,
4029.0_68.0,0.4956302422918756,2015-01-01,,
3939.0_268.0,0.4960477970114763,2015-01-01,,
3979.0_53.0,0.4961114973841701,2015-01-01,,
3959.0_143.0,0.4964604963458843,2015-01-01,,
3959.0_173.0,0.4964985777898714,2015-01-01,,
3969.0_63.0,0.4965290725769942,2015-01-01,,
3964.0_288.0,0.4966939534079202,2015-01-01,,
4034.0_293.0,0.4968665281909528,2015-01-01,,
3979.0_283.0,0.4971059337859319,2015-01-01,,
3964.0_248.0,0.4972675532733955,2015-01-01,,
4094.0_73.0,0.4924445059373384,2015-01-01,,
4029.0_83.0,0.4879501235879271,2015-01-01,,
3944.0_243.0,0.4923699542241563,2015-01-01,,
3964.0_278.0,0.4923341802078984,2015-01-01,,
3964.0_263.0,0.4883845515453051,2015-01-01,,
3934.0_293.0,0.4884915533311957,2015-01-01,,
3964.0_173.0,0.4885010885624651,2015-01-01,,
4004.0_288.0,0.4885575975740551,2015-01-01,,
4029.0_263.0,0.4885621566182938,2015-01-01,,
4069.0_143.0,0.4887134733269877,2015-01-01,,
3999.0_283.0,0.4887437463850646,2015-01-01,,
3964.0_73.0,0.4888783416731866,2015-01-01,,
3959.0_93.0,0.4888941774608188,2015-01-01,,
3939.0_183.0,0.4890610834887453,2015-01-01,,
4054.0_143.0,0.4891111738354325,2015-01-01,,
4004.0_273.0,0.4892835981942229,2015-01-01,,
3944.0_223.0,0.489555717780619,2015-01-01,,
3959.0_193.0,0.489567722449156,2015-01-01,,
3924.0_188.0,0.4900590878646554,2015-01-01,,
3939.0_343.0,0.4902779753578359,2015-01-01,,
4004.0_323.0,0.4903362347776876,2015-01-01,,
3914.0_208.0,0.4905183896186446,2015-01-01,,
3934.0_178.0,0.4906080156067765,2015-01-01,,
3999.0_298.0,0.4912552752698207,2015-01-01,,
3949.0_268.0,0.4916324837336577,2015-01-01,,
3969.0_203.0,0.491745189172469,2015-01-01,,
3984.0_173.0,0.4917578390479011,2015-01-01,,
3964.0_303.0,0.4919071315485958,2015-01-01,,
3969.0_268.0,0.4919994780839034,2015-01-01,,
3974.0_288.0,0.4923421096321961,2015-01-01,,
3999.0_323.0,0.402907147429663,2015-01-01,,
3994.0_268.0,0.4027481994629853,2015-01-01,,
4049.0_228.0,0.4026642383011126,2015-01-01,,
4004.0_98.0,0.322774922633384,2015-01-01,,
3979.0_198.0,0.3227800757177573,2015-01-01,,
4009.0_183.0,0.3228432618467625,2015-01-01,,
3999.0_78.0,0.3229454334074886,2015-01-01,,
4014.0_243.0,0.322948774588353,2015-01-01,,
4069.0_153.0,0.323034515702517,2015-01-01,,
3964.0_233.0,0.3230480525613873,2015-01-01,,
3934.0_253.0,0.3232286009932102,2015-01-01,,
4019.0_143.0,0.3235010629355092,2015-01-01,,
3974.0_223.0,0.3235813570015771,2015-01-01,,
4029.0_168.0,0.3239139563011067,2015-01-01,,
4009.0_233.0,0.3240297223387954,2015-01-01,,
3994.0_58.0,0.3240326279240767,2015-01-01,,
4039.0_183.0,0.3240786570091794,2015-01-01,,
4044.0_178.0,0.3243552318792301,2015-01-01,,
4079.0_153.0,0.3246985738729746,2015-01-01,,
3919.0_223.0,0.3248318562101088,2015-01-01,,
4044.0_148.0,0.3249186573927055,2015-01-01,,
4034.0_173.0,0.3249282661942958,2015-01-01,,
3999.0_238.0,0.3251208495659824,2015-01-01,,
3929.0_238.0,0.3253344627534681,2015-01-01,,
4064.0_233.0,0.325405040882931,2015-01-01,,
3929.0_263.0,0.3254329281516908,2015-01-01,,
4029.0_148.0,0.3254450128018943,2015-01-01,,
4034.0_103.0,0.3254524514220335,2015-01-01,,
3959.0_258.0,0.3226463487507731,2015-01-01,,
4074.0_228.0,0.3254544386775452,2015-01-01,,
4004.0_198.0,0.3226205083233001,2015-01-01,,
4004.0_243.0,0.3225335447536073,2015-01-01,,
4034.0_163.0,0.3197617670643978,2015-01-01,,
4024.0_228.0,0.3198111662821479,2015-01-01,,
4049.0_203.0,0.319869818343622,2015-01-01,,
3979.0_233.0,0.3200091074635621,2015-01-01,,
4064.0_228.0,0.3201442265092923,2015-01-01,,
3994.0_248.0,0.3203106723249607,2015-01-01,,
4034.0_263.0,0.3205113816152129,2015-01-01,,
3909.0_233.0,0.3208811209227264,2015-01-01,,
3989.0_183.0,0.3209548694749958,2015-01-01,,
4059.0_233.0,0.3210580707881754,2015-01-01,,
4019.0_298.0,0.3210733341677318,2015-01-01,,
3994.0_183.0,0.3212436562531866,2015-01-01,,
4099.0_173.0,0.3213073097154738,2015-01-01,,
4064.0_158.0,0.3213628535013512,2015-01-01,,
4059.0_238.0,0.3215380859998185,2015-01-01,,
4009.0_243.0,0.3217887713775064,2015-01-01,,
4059.0_183.0,0.3218391703460166,2015-01-01,,
3974.0_308.0,0.3218776197891831,2015-01-01,,
4024.0_183.0,0.3220991140929777,2015-01-01,,
4004.0_213.0,0.3220992817793797,2015-01-01,,
4004.0_238.0,0.3221567464811041,2015-01-01,,
3964.0_238.0,0.3222305002723112,2015-01-01,,
4084.0_223.0,0.3223650684630335,2015-01-01,,
